samples,pct_of_total,leaf_frame
1,0.00,"net.minecraft.world.level.levelgen.carver.CanyonWorldCarver.doCarve(CarvingContext, CanyonCarverConfiguration, ChunkAccess, Function, long, Aquifer, double, double, double, float, float, float, int, int, double, CarvingMask) line: 85"
1,0.00,"net.minecraft.world.level.levelgen.blockpredicates.SolidPredicate.test(BlockState) line: 18"
1,0.00,"net.minecraft.world.level.levelgen.blockpredicates.HasSturdyFacePredicate.test(WorldGenLevel, BlockPos) line: 27"
1,0.00,"net.minecraft.world.level.levelgen.blockpredicates.AllOfPredicate.test(WorldGenLevel, BlockPos) line: 19"
1,0.00,"net.minecraft.world.level.levelgen.blending.Blender.generateBorderTicks(WorldGenRegion, ChunkAccess) line: 322"
1,0.00,"net.minecraft.world.level.levelgen.blending.Blender.generateBorderTicks(WorldGenRegion, ChunkAccess) line: 317"
1,0.00,"net.minecraft.world.level.levelgen.XoroshiroRandomSource.setSeed(long) line: 49"
1,0.00,"net.minecraft.world.level.levelgen.SurfaceSystem.buildSurface(RandomState, BiomeManager, Registry, boolean, WorldGenerationContext, ChunkAccess, NoiseChunk, SurfaceRules$RuleSource) line: 159"
1,0.00,"net.minecraft.world.level.levelgen.SurfaceRules$WaterConditionSource.apply(SurfaceRules$Context) line: 584"
1,0.00,"net.minecraft.world.level.levelgen.SurfaceRules$SequenceRuleSource.apply(SurfaceRules$Context) line: 796"
1,0.00,"net.minecraft.world.level.levelgen.SurfaceRules$LazyXZCondition.getContextLastUpdate() line: 263"
1,0.00,"net.minecraft.world.level.levelgen.SurfaceRules$Context.getMinSurfaceLevel() line: 145"
1,0.00,"net.minecraft.world.level.levelgen.SurfaceRules$Context.getMinSurfaceLevel() line: 140"
1,0.00,"net.minecraft.world.level.levelgen.SurfaceRules$BlockRuleSource.apply(Object) line: 745"
1,0.00,"net.minecraft.world.level.levelgen.RandomState.getOrCreateRandomFactory(Identifier) line: 123"
1,0.00,"net.minecraft.world.level.levelgen.OreVeinifier.lambda$create$0(DensityFunction, BlockState, PositionalRandomFactory, DensityFunction, DensityFunction, DensityFunction$FunctionContext) line: 76"
1,0.00,"net.minecraft.world.level.levelgen.OreVeinifier.create(DensityFunction, DensityFunction, DensityFunction, PositionalRandomFactory) line: 44"
1,0.00,"net.minecraft.world.level.levelgen.NoiseRouter.mapAll(DensityFunction$Visitor) line: 74"
1,0.00,"net.minecraft.world.level.levelgen.NoiseRouter.mapAll(DensityFunction$Visitor) line: 63"
1,0.00,"net.minecraft.world.level.levelgen.NoiseChunk.advanceCellX(int) line: 314"
1,0.00,"net.minecraft.world.level.levelgen.NoiseBasedChunkGenerator.createNoiseChunk(ChunkAccess, StructureManager, Blender, RandomState) line: 108"
1,0.00,"net.minecraft.world.level.levelgen.Heightmap.getRawData() line: 198"
1,0.00,"net.minecraft.world.level.levelgen.DensityFunctions$Spline.maxValue() line: 1224"
1,0.00,"net.minecraft.world.level.levelgen.DensityFunctions$ShiftedNoise.equals(Object) line: 649"
1,0.00,"net.minecraft.world.level.levelgen.DensityFunctions$RangeChoice.fillArray(double[], DensityFunction$ContextProvider) line: 737"
1,0.00,"net.minecraft.world.level.levelgen.DensityFunctions$PureTransformer.fillArray(double[], DensityFunction$ContextProvider) line: 281"
1,0.00,"net.minecraft.world.level.levelgen.DensityFunctions$Noise.mapAll(DensityFunction$Visitor) line: 502"
1,0.00,"net.minecraft.world.level.levelgen.DensityFunctions$Mapped.transform(DensityFunctions$Mapped$Type, double) line: 945"
1,0.00,"net.minecraft.world.level.levelgen.DensityFunctions$Ap2.fillArray(double[], DensityFunction$ContextProvider) line: 1161"
1,0.00,"net.minecraft.world.level.levelgen.BitRandomSource.nextFloat() line: 54"
1,0.00,"net.minecraft.world.level.levelgen.Beardifier.fillArray(double[], DensityFunction$ContextProvider) line: 121"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer.createDisabled(Aquifer$FluidPicker) line: 53"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSurfaceLevel(int, int, int, Aquifer$FluidStatus, int, boolean) line: 629"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSurfaceLevel(int, int, int, Aquifer$FluidStatus, int, boolean) line: 625"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSurfaceLevel(int, int, int, Aquifer$FluidStatus, int, boolean) line: 610"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 323"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 300"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 264"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 262"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 216"
1,0.00,"net.minecraft.world.level.levelgen.Aquifer$FluidStatus.equals(Object) line: 715"
1,0.00,"net.minecraft.world.level.entity.PersistentEntitySectionManager.addEntity(EntityAccess, boolean) line: 181"
1,0.00,"net.minecraft.world.level.chunk.status.ChunkStatusTasks.lambda$full$0(ChunkAccess, WorldGenContext, GenerationChunkHolder) line: 154"
1,0.00,"net.minecraft.world.level.chunk.status.ChunkStatusTasks.isLighted(ChunkAccess) line: 32"
1,0.00,"net.minecraft.world.level.chunk.status.ChunkStatusTasks.generateSurface(WorldGenContext, ChunkStep, StaticCache2D, ChunkAccess) line: 87"
1,0.00,"net.minecraft.world.level.chunk.status.ChunkStatus.getStatusList() line: 55"
1,0.00,"net.minecraft.world.level.chunk.SingleValuePalette.idFor(Object, PaletteResize) line: 32"
1,0.00,"net.minecraft.world.level.chunk.ProtoChunk.setBlockState(BlockPos, BlockState, int) line: 163"
1,0.00,"net.minecraft.world.level.chunk.ProtoChunk.getOrCreateCarvingMask() line: 306"
1,0.00,"net.minecraft.world.level.chunk.ProtoChunk.addEntity(Entity) line: 201"
1,0.00,"net.minecraft.world.level.chunk.PalettedContainer.createOrReuseData(PalettedContainer$Data, int) line: 89"
1,0.00,"net.minecraft.world.level.chunk.LinearPalette.maybeHas(Predicate) line: 58"
1,0.00,"net.minecraft.world.level.chunk.LevelChunk.updateBlockEntityTicker(BlockEntity) line: 720"
1,0.00,"net.minecraft.world.level.chunk.LevelChunk.registerTickContainerInLevel(ServerLevel) line: 637"
1,0.00,"net.minecraft.world.level.chunk.LevelChunk.registerAllBlockEntitiesAfterLevelLoad() line: 698"
1,0.00,"net.minecraft.world.level.chunk.LevelChunk.markUnsaved() line: 168"
1,0.00,"net.minecraft.world.level.chunk.DataLayer.get(int) line: 53"
1,0.00,"net.minecraft.world.level.chunk.Configuration$Simple.createPalette(Strategy, List) line: 29"
1,0.00,"net.minecraft.world.level.chunk.ChunkGenerator.applyBiomeDecoration(WorldGenLevel, ChunkAccess, StructureManager) line: 308"
1,0.00,"net.minecraft.world.level.chunk.ChunkAccess.getOrCreateOffsetList(ShortList[], int) line: 379"
1,0.00,"net.minecraft.world.level.chunk.ChunkAccess.getNoiseBiome(int, int, int) line: 426"
1,0.00,"net.minecraft.world.level.chunk.BulkSectionAccess.close() line: 56"
1,0.00,"net.minecraft.world.level.block.state.properties.BooleanProperty.getInternalIndex(Comparable) line: 6"
1,0.00,"net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.getPostProcessPos(BlockGetter, BlockPos) line: 1224"
1,0.00,"net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.getBlockSupportShape(BlockGetter, BlockPos) line: 1086"
1,0.00,"net.minecraft.world.level.block.entity.BlockEntity.isValidBlockState(BlockState) line: 70"
1,0.00,"net.minecraft.world.level.block.VegetationBlock.canSurvive(BlockState, LevelReader, BlockPos) line: 37"
1,0.00,"net.minecraft.world.level.block.SculkVeinBlock.attemptPlaceSculk(SculkSpreader, LevelAccessor, BlockPos, RandomSource) line: 131"
1,0.00,"net.minecraft.world.level.block.SculkVeinBlock.attemptPlaceSculk(SculkSpreader, LevelAccessor, BlockPos, RandomSource) line: 118"
1,0.00,"net.minecraft.world.level.block.SculkSpreader.<init>(boolean, TagKey, int, int, int, int) line: 63"
1,0.00,"net.minecraft.world.level.block.MultifaceSpreader.getSpreadFromFaceTowardDirection(BlockState, BlockGetter, BlockPos, Direction, Direction, MultifaceSpreader$SpreadPredicate) line: 83"
1,0.00,"net.minecraft.world.level.block.MultifaceSpreader.getSpreadFromFaceTowardDirection(BlockState, BlockGetter, BlockPos, Direction, Direction, MultifaceSpreader$SpreadPredicate) line: 82"
1,0.00,"net.minecraft.world.level.block.MultifaceSpreader$SpreadType$3.getSpreadPos(BlockPos, Direction, Direction) line: 178"
1,0.00,"net.minecraft.world.level.block.MultifaceSpreader$DefaultSpreaderConfig.canSpreadInto(BlockGetter, BlockPos, MultifaceSpreader$SpreadPos) line: 158"
1,0.00,"net.minecraft.world.level.block.LeafLitterBlock.canSurvive(BlockState, LevelReader, BlockPos) line: 61"
1,0.00,"net.minecraft.world.level.block.GrowingPlantBlock.canSurvive(BlockState, LevelReader, BlockPos) line: 52"
1,0.00,"net.minecraft.world.level.block.FallingBlock.updateShape(BlockState, LevelReader, ScheduledTickAccess, BlockPos, Direction, BlockPos, BlockState, RandomSource) line: 36"
1,0.00,"net.minecraft.world.level.block.BaseRailBlock.rotate(RailShape, Rotation) line: 157"
1,0.00,"net.minecraft.world.level.biome.OverworldBiomeBuilder.isDeepDarkRegion(DensityFunction, DensityFunction, DensityFunction$FunctionContext) line: 598"
1,0.00,"net.minecraft.world.level.biome.MobSpawnSettings.getMobs(MobCategory) line: 55"
1,0.00,"net.minecraft.world.level.biome.Climate$Sampler.sample(int, int, int) line: 461"
1,0.00,"net.minecraft.world.level.biome.Climate$Sampler.sample(int, int, int) line: 459"
1,0.00,"net.minecraft.world.level.biome.Biome.shouldSnow(LevelReader, BlockPos) line: 248"
1,0.00,"net.minecraft.world.level.biome.Biome.getHeightAdjustedTemperature(BlockPos, int) line: 182"
1,0.00,"net.minecraft.world.level.NaturalSpawner.spawnMobsForChunkGeneration(ServerLevelAccessor, Holder, ChunkPos, RandomSource) line: 509"
1,0.00,"net.minecraft.world.level.LevelReader.isEmptyBlock(BlockPos) line: 94"
1,0.00,"net.minecraft.world.level.LevelReader.getHeightmapPos(Heightmap$Types, BlockPos) line: 90"
1,0.00,"net.minecraft.world.level.LevelReader.getHeight() line: 86"
1,0.00,"net.minecraft.world.level.LevelHeightAccessor.getMaxY() line: 16"
1,0.00,"net.minecraft.world.level.CollisionGetter.noCollision(AABB) line: 41"
1,0.00,"net.minecraft.world.entity.variant.SpawnContext.level() line: 9"
1,0.00,"net.minecraft.world.entity.variant.PriorityProvider.select(Stream, Function, Object) line: 72"
1,0.00,"net.minecraft.world.entity.animal.wolf.Wolf.registerGoals() line: 144"
1,0.00,"net.minecraft.world.entity.animal.wolf.Wolf.getCollarColor() line: 608"
1,0.00,"net.minecraft.world.entity.animal.wolf.Wolf$WolfAvoidEntityGoal.<init>(Wolf, Wolf, Class, float, double, double) line: 707"
1,0.00,"net.minecraft.world.entity.animal.pig.Pig.defineSynchedData(SynchedEntityData$Builder) line: 113"
1,0.00,"net.minecraft.world.entity.animal.fox.Fox.defineSynchedData(SynchedEntityData$Builder) line: 221"
1,0.00,"net.minecraft.world.entity.ai.attributes.AttributeInstance.setDirty() line: 115"
1,0.00,"net.minecraft.world.entity.ai.Brain.pack() line: 148"
1,0.00,"net.minecraft.world.entity.ai.Brain.addActivity(Activity, ImmutableList, Set, Set) line: 416"
1,0.00,"net.minecraft.world.entity.SpawnPlacements.checkSpawnRules(EntityType, ServerLevelAccessor, EntitySpawnReason, BlockPos, RandomSource) line: 170"
1,0.00,"net.minecraft.world.entity.LivingEntity.readAdditionalSaveData(ValueInput) line: 811"
1,0.00,"net.minecraft.world.entity.Entity.setYRot(float) line: 4064"
1,0.00,"net.minecraft.world.entity.Entity.makeBoundingBox(Vec3) line: 539"
1,0.00,"net.minecraft.world.entity.Entity.<init>(EntityType, Level) line: 254"
1,0.00,"net.minecraft.world.entity.DropChances.equals(Object) line: 10"
1,0.00,"net.minecraft.world.attribute.EnvironmentAttributeSystem.getValue(EnvironmentAttribute, Vec3, SpatialAttributeInterpolator) line: 120"
1,0.00,"net.minecraft.util.valueproviders.WeightedListInt.sample(RandomSource) line: 34"
1,0.00,"net.minecraft.util.thread.StrictQueue$QueueStrictQueue.push(Runnable) line: 33"
1,0.00,"net.minecraft.util.thread.BlockableEventLoop.pollTask() line: 147"
1,0.00,"net.minecraft.util.thread.BlockableEventLoop.doRunTask(Runnable) line: 173"
1,0.00,"net.minecraft.util.random.WeightedList.isEmpty() line: 62"
1,0.00,"net.minecraft.util.profiling.jfr.event.ClientFpsEvent.shouldCommit()"
1,0.00,"net.minecraft.util.profiling.Profiler.get() line: 48"
1,0.00,"net.minecraft.util.profiling.InactiveProfiler.push(String) line: 27"
1,0.00,"net.minecraft.util.ZeroBitStorage.getAll(IntConsumer) line: 54"
1,0.00,"net.minecraft.util.Util.toMutableList() line: 128"
1,0.00,"net.minecraft.util.Util.shuffledCopy(ObjectArrayList, RandomSource) line: 1080"
1,0.00,"net.minecraft.util.Util.name(Runnable, Supplier) line: 704"
1,0.00,"net.minecraft.util.Util.makeEnumMap(Class, Function) line: 605"
1,0.00,"net.minecraft.util.SimpleBitStorage.getAndSet(int, int) line: 161"
1,0.00,"net.minecraft.util.SimpleBitStorage.getAll(IntConsumer) line: 211"
1,0.00,"net.minecraft.util.ProblemReporter$Collector.isEmpty() line: 130"
1,0.00,"net.minecraft.util.CubicSpline$Multipoint.create(BoundedFloatFunction, float[], List, float[]) line: 72"
1,0.00,"net.minecraft.util.CubicSpline$Multipoint.apply(Object) line: 178"
1,0.00,"net.minecraft.util.CubicSpline$Multipoint.apply(Object) line: 173"
1,0.00,"net.minecraft.util.CubicSpline$Multipoint.apply(Object) line: 167"
1,0.00,"net.minecraft.util.CrudeIncrementalIntIdentityHashBiMap.nextId() line: 80"
1,0.00,"net.minecraft.util.ClassInstanceMultiMap.iterator() line: 65"
1,0.00,"net.minecraft.util.ClassInstanceMultiMap.add(Object) line: 30"
1,0.00,"net.minecraft.server.level.WorldGenRegion.setBlock(BlockPos, BlockState, int, int) line: 278"
1,0.00,"net.minecraft.server.level.ThreadedLevelLightEngine.runUpdate() line: 194"
1,0.00,"net.minecraft.server.level.ThreadedLevelLightEngine.initializeLight(ChunkAccess, boolean) line: 119"
1,0.00,"net.minecraft.server.level.ServerChunkCache.getChunkFuture(int, int, ChunkStatus, boolean) line: 204"
1,0.00,"net.minecraft.server.level.LoadingChunkTracker.getLevel(long) line: 27"
1,0.00,"net.minecraft.server.level.GenerationChunkHolder.updateHighestAllowedStatus(ChunkMap) line: 104"
1,0.00,"net.minecraft.server.level.ChunkTaskDispatcher.lambda$submit$0(IntSupplier, long, Runnable) line: 63"
1,0.00,"net.minecraft.server.level.ChunkTaskDispatcher.lambda$scheduleForExecution$3(Void) line: 90"
1,0.00,"net.minecraft.server.level.ChunkMap.createEmptyChunk(ChunkPos) line: 629"
1,0.00,"net.minecraft.server.level.ChunkMap.applyStep(GenerationChunkHolder, ChunkStep, StaticCache2D) line: 665"
1,0.00,"net.minecraft.server.level.ChunkGenerationTask.scheduleLayer(ChunkStatus, boolean) line: 118"
1,0.00,"net.minecraft.server.level.ChunkGenerationTask.runUntilWait() line: 58"
1,0.00,"net.minecraft.server.level.ChunkGenerationTask.releaseClaim() line: 81"
1,0.00,"net.minecraft.resources.Identifier.equals(Object) line: 146"
1,0.00,"net.minecraft.network.syncher.SynchedEntityData$DataValue.create(EntityDataAccessor, Object) line: 132"
1,0.00,"net.minecraft.network.syncher.SynchedEntityData$DataItem.setValue(Object) line: 177"
1,0.00,"net.minecraft.network.syncher.SynchedEntityData$DataItem.isSetToDefault() line: 193"
1,0.00,"net.minecraft.network.protocol.game.VecDeltaCodec.<init>() line: 9"
1,0.00,"net.minecraft.nbt.NbtOps.createMap(Stream) line: 275"
1,0.00,"net.minecraft.nbt.ListTag.size() line: 355"
1,0.00,"net.minecraft.nbt.CompoundTag.entrySet() line: 220"
1,0.00,"net.minecraft.core.Vec3i.equals(Object) line: 58"
1,0.00,"net.minecraft.core.Vec3i.closerThan(Vec3i, double) line: 209"
1,0.00,"net.minecraft.core.TypedInstance.is(HolderSet) line: 21"
1,0.00,"net.minecraft.core.SectionPos.of(BlockPos) line: 59"
1,0.00,"net.minecraft.core.BlockPos.relative(Direction) line: 242"
1,0.00,"net.minecraft.core.BlockPos.below() line: 192"
1,0.00,"net.minecraft.core.BlockPos.atY(int) line: 279"
1,0.00,"net.minecraft.core.BlockPos.above() line: 182"
1,0.00,"net.minecraft.core.BlockPos$MutableBlockPos.setWithOffset(Vec3i, Direction) line: 363"
1,0.00,"net.minecraft.core.BlockPos$4.computeNext() line: 591"
1,0.00,"net.minecraft.core.AxisCycle$3.cycle(Direction$Axis) line: 60"
1,0.00,"net.minecraft.TracingExecutor.forName(String) line: 13"
1,0.00,"jdk.jfr.internal.PlatformRecorder.takeNap(long) line: 537"
1,0.00,"jdk.jfr.internal.PlatformRecorder.flush() line: 668"
1,0.00,"jdk.internal.misc.Unsafe.allocateUninitializedArray(Class, int) line: 1396"
1,0.00,"jdk.internal.misc.Unsafe.allocateInstance(Class)"
1,0.00,"java.util.stream.Streams$RangeIntSpliterator.forEachRemaining(IntConsumer) line: 104"
1,0.00,"java.util.stream.SliceOps$2$1.accept(int) line: 321"
1,0.00,"java.util.stream.Sink$ChainedInt.end() line: 293"
1,0.00,"java.util.stream.ReferencePipeline.toList() line: 663"
1,0.00,"java.util.stream.ReferencePipeline.mapToInt(ToIntFunction) line: 224"
1,0.00,"java.util.stream.ReferencePipeline$7$1FlatMap.begin(long) line: 283"
1,0.00,"java.util.stream.ReduceOps$3ReducingSink.begin(long) line: 164"
1,0.00,"java.util.stream.ReduceOps$3ReducingSink.accept(Object) line: 169"
1,0.00,"java.util.stream.Nodes.flatten(Node, IntFunction) line: 466"
1,0.00,"java.util.stream.IntPipeline.forEachWithCancel(Spliterator, Sink) line: 160"
1,0.00,"java.util.stream.ForEachOps$ForEachOp$OfRef.accept(Object) line: 186"
1,0.00,"java.util.stream.AbstractPipeline.wrapSink(Sink) line: 608"
1,0.00,"java.util.stream.AbstractPipeline.isShortCircuitingPipeline() line: 443"
1,0.00,"java.util.stream.AbstractPipeline.exactOutputSizeIfKnown(Spliterator) line: 542"
1,0.00,"java.util.stream.AbstractPipeline.evaluateToArrayNode(IntFunction) line: 291"
1,0.00,"java.util.stream.AbstractPipeline.evaluate(TerminalOp) line: 265"
1,0.00,"java.util.stream.AbstractPipeline.copyIntoWithCancel(Sink, Spliterator) line: 584"
1,0.00,"java.util.stream.AbstractPipeline.copyInto(Sink, Spliterator) line: 571"
1,0.00,"java.util.stream.AbstractPipeline.copyInto(Sink, Spliterator) line: 570"
1,0.00,"java.util.regex.Pattern.split(CharSequence, int, boolean) line: 1439"
1,0.00,"java.util.concurrent.locks.LockSupport.unpark(Thread) line: 183"
1,0.00,"java.util.concurrent.locks.LockSupport.parkNanos(long) line: 408"
1,0.00,"java.util.concurrent.ForkJoinTask.doExec() line: 511"
1,0.00,"java.util.concurrent.ForkJoinTask$RunnableExecuteAction.compute() line: 1753"
1,0.00,"java.util.concurrent.ForkJoinPool.signalWork() line: 1903"
1,0.00,"java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool$WorkQueue) line: 2031"
1,0.00,"java.util.concurrent.CompletableFuture.uniComposeStage(Executor, Function) line: 1205"
1,0.00,"java.util.concurrent.CompletableFuture.uniApplyNow(Object, Executor, Function) line: 702"
1,0.00,"java.util.concurrent.CompletableFuture.thenAccept(Consumer) line: 2241"
1,0.00,"java.util.concurrent.CompletableFuture.postComplete() line: 533"
1,0.00,"java.util.concurrent.CompletableFuture.bipush(CompletableFuture, CompletableFuture$BiCompletion) line: 1268"
1,0.00,"java.util.concurrent.CompletableFuture.biApply(Object, Object, BiFunction, CompletableFuture$BiApply) line: 1315"
1,0.00,"java.util.concurrent.CompletableFuture.andTree(CompletableFuture[], int, int) line: 1538"
1,0.00,"java.util.concurrent.CompletableFuture$UniCompletion.claim() line: 593"
1,0.00,"java.util.concurrent.CompletableFuture$UniApply.tryFire(int) line: 667"
1,0.00,"java.util.concurrent.CompletableFuture$UniAccept.tryFire(int) line: 729"
1,0.00,"java.util.concurrent.CompletableFuture$BiRelay.tryFire(int) line: 1515"
1,0.00,"java.util.TimSort.mergeLo(int, int, int, int) line: 721"
1,0.00,"java.util.TimSort.mergeHi(int, int, int, int) line: 881"
1,0.00,"java.util.TimSort.countRunAndMakeAscending(Object[], int, int, Comparator) line: 360"
1,0.00,"java.util.RegularEnumSet.contains(Object) line: 148"
1,0.00,"java.util.RegularEnumSet.add(Object) line: 36"
1,0.00,"java.util.OptionalInt.of(int) line: 115"
1,0.00,"java.util.Optional.map(Function) line: 260"
1,0.00,"java.util.LinkedHashMap.keySet() line: 629"
1,0.00,"java.util.IdentityHashMap.put(Object, Object) line: 444"
1,0.00,"java.util.HashMap.putVal(int, Object, Object, boolean, boolean) line: 655"
1,0.00,"java.util.HashMap.putVal(int, Object, Object, boolean, boolean) line: 647"
1,0.00,"java.util.HashMap.newNode(int, Object, Object, HashMap$Node) line: 1910"
1,0.00,"java.util.HashMap.compute(Object, BiFunction) line: 1325"
1,0.00,"java.util.HashMap$KeySet.iterator() line: 992"
1,0.00,"java.util.HashMap$HashIterator.nextNode() line: 1610"
1,0.00,"java.util.HashMap$HashIterator.<init>(HashMap) line: 1594"
1,0.00,"java.util.DualPivotQuicksort.partitionDualPivot(double[], int, int, int, int) line: 3700"
1,0.00,"java.util.Collections$UnmodifiableCollection.toArray() line: 1070"
1,0.00,"java.util.Collections$UnmodifiableCollection.contains(Object) line: 1069"
1,0.00,"java.util.Collections$UnmodifiableCollection$1.hasNext() line: 1079"
1,0.00,"java.util.ArrayList.set(int, Object) line: 473"
1,0.00,"java.util.ArrayList.<init>(Collection) line: 182"
1,0.00,"java.util.ArrayList$Itr.hasNext() line: 1045"
1,0.00,"java.util.ArrayDeque.nonNullElementAt(Object[], int) line: 266"
1,0.00,"java.util.ArrayDeque.delete(int) line: 609"
1,0.00,"java.util.ArrayDeque.delete(int) line: 605"
1,0.00,"java.util.ArrayDeque$DeqIterator.<init>(ArrayDeque) line: 680"
1,0.00,"java.security.MessageDigest$Delegate.engineUpdate(byte[], int, int) line: 680"
1,0.00,"java.security.MessageDigest$Delegate.clone() line: 658"
1,0.00,"java.lang.reflect.Method.invoke(Object, Object[]) line: 562"
1,0.00,"java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite.setRelease(VarHandle, Object, Object) line: 172"
1,0.00,"java.lang.ThreadLocal$ThreadLocalMap.getEntry(ThreadLocal) line: 491"
1,0.00,"java.lang.StringLatin1.hashCode(byte[]) line: 195"
1,0.00,"java.lang.String.hashCode() line: 2433"
1,0.00,"java.lang.String.<init>(AbstractStringBuilder, Void) line: 4860"
1,0.00,"java.lang.Object.hashCode()"
1,0.00,"java.lang.Float.equals(Object) line: 891"
1,0.00,"it.unimi.dsi.fastutil.shorts.ShortArrays.forceCapacity(short[], int, int) line: 126"
1,0.00,"it.unimi.dsi.fastutil.objects.Reference2IntOpenHashMap.getInt(Object) line: 366"
1,0.00,"it.unimi.dsi.fastutil.objects.ObjectOpenCustomHashSet.rehash(int) line: 771"
1,0.00,"it.unimi.dsi.fastutil.objects.ObjectCollections$EmptyCollection.iterator() line: 65"
1,0.00,"it.unimi.dsi.fastutil.objects.ObjectArrayList.toArray() line: 816"
1,0.00,"it.unimi.dsi.fastutil.objects.ObjectArrayList.listIterator(int) line: 836"
1,0.00,"it.unimi.dsi.fastutil.objects.Object2ObjectOpenHashMap$MapIterator.<init>(Object2ObjectOpenHashMap) line: 608"
1,0.00,"it.unimi.dsi.fastutil.longs.LongOpenHashSet.rehash(int) line: 831"
1,0.00,"it.unimi.dsi.fastutil.longs.LongOpenHashSet.iterator() line: 632"
1,0.00,"it.unimi.dsi.fastutil.longs.LongOpenHashSet.contains(long) line: 481"
1,0.00,"it.unimi.dsi.fastutil.longs.LongOpenHashSet$SetIterator.nextLong() line: 550"
1,0.00,"it.unimi.dsi.fastutil.longs.LongLinkedOpenHashSet.shiftKeys(int) line: 480"
1,0.00,"it.unimi.dsi.fastutil.longs.LongLinkedOpenHashSet.rehash(int) line: 1186"
1,0.00,"it.unimi.dsi.fastutil.longs.LongAVLTreeSet$Subset$SubsetIterator.<init>(LongAVLTreeSet$Subset) line: 1244"
1,0.00,"it.unimi.dsi.fastutil.longs.Long2FloatLinkedOpenHashMap.shiftKeys(int) line: 404"
1,0.00,"io.github.eath1283.worldgend.OrionV2.fill(List, Function5) line: 117"
1,0.00,"io.github.eath1283.worldgend.OrionV2.fill$lambda$3$0$1(Function2, Object, Object) line: 83"
1,0.00,"com.mojang.serialization.codecs.RecordCodecBuilder$Instance$1.lambda$decode$0(Object, Function) line: 185"
1,0.00,"com.mojang.serialization.codecs.ListCodec.encode(List, DynamicOps, Object) line: 35"
1,0.00,"com.mojang.serialization.codecs.DispatchedMapCodec.lambda$decode$5(DynamicOps, Object, MapLike) line: 53"
1,0.00,"com.mojang.serialization.JsonOps.getStringValue(JsonElement) line: 128"
1,0.00,"com.mojang.serialization.JsonOps.getMap(JsonElement) line: 252"
1,0.00,"com.mojang.serialization.DynamicOps.mergeToPrimitive(Object, Object) line: 115"
1,0.00,"com.mojang.serialization.Decoder$1.lambda$decode$1(Function, Pair) line: 49"
1,0.00,"com.mojang.datafixers.util.Pair.of(Object, Object) line: 72"
1,0.00,"com.google.common.collect.SingletonImmutableSet.iterator() line: 33"
1,0.00,"com.google.common.collect.Sets.union(Set, Set) line: 833"
1,0.00,"com.google.common.collect.RegularImmutableMap.get(Object, ImmutableMapEntry[], int) line: 282"
1,0.00,"com.google.common.collect.RegularImmutableList.get(int) line: 80"
1,0.00,"com.google.common.collect.ImmutableSet$SetBuilderImpl.ensureCapacity(int) line: 606"
1,0.00,"com.google.common.collect.ImmutableList.forEach(Consumer) line: 421"
1,0.00,"com.google.common.collect.Hashing.smearedHash(Object) line: 56"
1,0.00,"com.google.common.cache.LocalCache$Segment.cleanUp() line: 3468"
